pattern,count_in_file
Window Function (LAG/LEAD),1
Window Function (LEAD) + CTE,1
Window Function (LEAD/LAG) or PERIOD_DIFF.,1
Window Function (MAX OVER),1
Window Function (MAX) / GROUP BY,1
Window Function (MIN) or Grouped Filtering,1
Window Function (PERCENT_RANK),1
Window Function (RANK),3
Window Function (RANK/DENSE_RANK) or Join with Max-Group.,1
Window Function (ROW_NUMBER + COUNT),1
Window Function (ROW_NUMBER),3
Window Function (ROW_NUMBER) + CTE,1
Window Function (ROW_NUMBER) + Pivot (CASE WHEN).,1
Window Function (ROWS BETWEEN).,1
Window Function / LAG (SQL),1
Window Function `ROW_NUMBER() OVER(PARTITION BY player_id ORDER BY event_date)`.,1
Window Function: `SUM(games_played) OVER(PARTITION BY player_id ORDER BY event_date)`.,1
Window Function: DENSE_RANK() .,1
Window Function: DENSE_RANK() OVER(ORDER BY Score DESC) .,1
Window Function: RANK() or ALL operator.,1
Window Functions (`RANK()` or `MAX() OVER`),1
Window Functions (`RANK()` or `ROW_NUMBER()`).,1
Window Functions (`ROW_NUMBER`).,1
Window Functions (AVG ... OVER ROWS BETWEEN 2 PRECEDING),1
Window Functions (AVG OVER PARTITION).,1
Window Functions (COUNT with Range),1
Window Functions (Dense_Rank / Max over Partition),1
Window Functions (DENSE_RANK),1
Window Functions (Gaps and Islands).,1
Window Functions (id - ROW_NUMBER() grouping).,1
Window Functions (LAG / Difference),1
Window Functions (LAG / LEAD),1
Window Functions (LEAD / DENSE_RANK),1
Window Functions (Max Over Partition),1
Window Functions (RANK / CTE),1
Window Functions (RANK / DENSE_RANK),1
Window Functions (RANK / MAX OVER),1
Window Functions (RANK() / PERCENT_RANK()),1
"Window Functions (RANK, COUNT, CEIL)",1
Window Functions (ROW_NUMBER) to group consecutive sequences + CTEs.,1
Window Functions (ROW_NUMBER/RANK),1
Window Functions (Sliding Window),1
Window Functions (SUM OVER),1
Window Functions (SUM OVER) + CASE,1
Window Functions + CTE Aggregation,1
Window Functions + Floor Math,1
Window Functions / CTE (Common Table Expressions),1
Window Functions / CTEs,1
Window Functions / Order By + Limit 1,1
Window Functions or Common Table Expressions (CTEs) with MAX() and AVG().,1
Window Functions or Subqueries with Group By.,1
Window Functions with IGNORE NULLS,1
Window Functions: LEAD() or LAG() .,1
Word-by-Word Parsing,1
Wormhole Teleportation (O(N) Pre-matching),1
X-Coordinate Sorting,1
XOR Inverse Property,1
XOR Math or Frequency Array,1
XOR Parity Property (Even/Odd Counts),1
XOR Sum Property,1
Z-Algorithm,1
Z-Algorithm (Prefix & Suffix Matching),1
Z-Algorithm / KMP Prefix Function,1
Zeller’s Congruence / Sum of Days,1
Zero-Skipping Sparse Traversal / Compressed Sparse Row (CSR),1
